id_assinatura,plano,Unidade,cupom,data_criacao_assinatura,data_vencimento_assinatura,Assinatura_ativa
0055B812D31945B4896D8612FA49F5EE,Escritorio Virtual - Plano Mensal - Recife,Recife,CP-B4570C | Desconto cliente - Contabilizei,2022-11-24,2022-12-24,FALSE
09DAC2022A524566A047060D913F0112,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-6B8C8F | Desconto cliente - Senhor Contabil,2023-07-07,2023-07-07,FALSE
09F5B8DDF9654EB3A677E2E437DF6AF4,Escritorio Virtual - Plano Mensal - Faria Lima,Faria Lima,CP-B4570C | Desconto cliente - Contabilizei,2022-01-24,2023-08-24,FALSE
09FA9F6D06EB4184880F37C24A9B0F4E,Escritorio Virtual - Plano Mensal - Aracaju,Aracaju,CP-DE14F0 | Desconto cliente - CAVEO TECNOLOGIA LTDA,2023-07-24,2023-08-24,FALSE
0A890CD04A7E4633AD7DEC9E0D5A8141,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2023-09-21,2023-09-21,FALSE
0A9C055F16F2476E926A47203B5D20C3,Escritorio Virtual - Plano Mensal - Goiania,Goiânia,CP-DE14F0 | Desconto cliente - CAVEO TECNOLOGIA LTDA,2023-08-21,2023-08-21,FALSE
0B0DDEA9BF86466382C2FE36867F223D,Escritorio Virtual - Plano Mensal - Campinas,Campinas,CP-B4570C | Desconto cliente - Contabilizei,2022-04-20,2023-06-20,FALSE
0B2EE0D83811496E98ECB330F0A37A5B,Escritorio Virtual - Plano Mensal - Porto Alegre,Porto Alegre,CP-B4570C | Desconto cliente - Contabilizei,2022-08-02,2023-12-02,TRUE
0B6D2D65AD954A2891CD8E4B37FAE3D6,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-12-11,2023-02-11,FALSE
0BA52B64240E4A14B1CA8FED66CDDFF9,Escritorio Virtual - Plano Mensal - Recife,Recife,CP-B4570C | Desconto cliente - Contabilizei,2022-08-04,2023-07-04,FALSE
0BA7C1B29EDE4EADBAEDC1C9DAF6B3CA,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2023-03-14,2023-08-14,FALSE
0BD7EF25558D4EBCA680D9F55D9EF867,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-E9FF6A | Desconto 10% - CLIENTEHERO10,2022-09-20,2022-10-20,FALSE
0BE31D843FAE4B8EA0837EC3AC3F9A15,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-BF1A22 | Desconto cliente - MONTEIRO & NEVES ADVOGADOS ASSOCIADOS,2022-11-11,2022-12-11,FALSE
0BF1A8A469BC48E687646448D69C59FD,Escritorio Virtual - Plano Mensal - Faria Lima,Faria Lima,CP-B4570C | Desconto cliente - Contabilizei,2022-05-25,2022-10-25,FALSE
0BFE4703EB61498DB13790027AEA9F25,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-01-20,2023-11-20,TRUE
0C0D262F90454D48991BD4D3F3A8EA5C,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-23C506 | Desconto cliente - Agilize,2023-03-06,2023-11-06,TRUE
0C4951C54EDE4BDE96F78636DD58EED1,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-6B8C8F | Desconto cliente - Senhor Contabil,2023-07-07,2023-07-07,FALSE
0C7EDCC79D054D748CC2C1C7DBD519F4,Escritorio Virtual - Plano Mensal - Goiania,Goiânia,CP-DE14F0 | Desconto cliente - CAVEO TECNOLOGIA LTDA,2023-08-04,2023-12-06,TRUE
0CDBFF9AC6514AB4BDA12F64980997D1,Escritorio Virtual - Plano Mensal - Curitiba,Curitiba,CP-B4570C | Desconto cliente - Contabilizei,2022-01-07,2022-12-16,FALSE
0D7C558612214F14B5CB3639E2D690DB,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-441763 | Desconto cliente - PJ ROCKS!,2022-06-01,2023-07-01,FALSE
0D7D05EF3083401EA663542C89F39630,Escritorio Virtual - Plano Mensal - Fortaleza,Fortaleza,CP-B4570C | Desconto cliente - Contabilizei,2023-09-04,2023-09-04,FALSE
0D9E8232C9144B299B9740559C503F49,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-DE14F0 | Desconto cliente - CAVEO TECNOLOGIA LTDA,2023-09-06,2023-12-06,TRUE
0DFB3269FA1643E8AFE36FCBFF16D02A,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-11-11,2023-04-11,FALSE
0E042BE394C84948B7090ECEEBFA8155,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-B4570C | Desconto cliente - Contabilizei,2023-04-18,2023-09-18,FALSE
0EB6E450F10A4106AE4F8BC4038863C8,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-23C506 | Desconto cliente - Agilize,2023-03-22,2023-10-22,TRUE
0F20F725676348F4908BC963D38E5AAA,Escritorio Virtual - Plano Mensal - Rio de Janeiro 2,Rio de Janeiro 2,CP-B4570C | Desconto cliente - Contabilizei,2023-02-14,2023-09-14,FALSE
0FD9EA9F1A534AC185AE538A288BE0DE,Escritorio Virtual - Plano Mensal - Vitoria,Vitória,CP-B4570C | Desconto cliente - Contabilizei,2023-09-04,2023-10-04,FALSE
101D4E362F0F4CD7972F545CF4C2F268,Escritorio Virtual - Plano Mensal - Florianopolis,Florianópolis,CP-B4570C | Desconto cliente - Contabilizei,2023-08-23,2023-08-23,FALSE
1054F9704A134448A8BFDCAACDE35C7A,Escritorio Virtual - Plano Mensal - Rio de Janeiro 2,Alphaville,CP-E9FF6A | Desconto 10% - CLIENTEHERO10,2022-05-09,2022-11-09,FALSE
105F0D2379E3400EB143F2189DAABD67,Escritorio Virtual - Plano Mensal - Palmas,Palmas,CP-841D93 | Desconto 25% - Desconto - Company Hero,2023-08-16,2023-11-16,TRUE
107BFD6967954A658587757F1D6903FA,Escritorio Virtual - Escritorio Virtual - Plano Mensal,Paulista 1,CP-B4570C | Desconto cliente - Contabilizei,2022-07-04,2022-10-04,FALSE
10BA0A249603414BAFC97F62A48854AB,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-09-28,2023-03-28,FALSE
10C38FD23258401BA32847E337E900EC,Escritorio Virtual - Plano Mensal - Faria Lima,Faria Lima,CP-B4570C | Desconto cliente - Contabilizei,2022-01-25,2023-05-25,FALSE
10F2FF1D01CB4E46A1BE188B2E36F179,Escritorio Virtual - Plano Mensal - Campinas,Campinas,CP-5EBBD9 | Desconto cliente - CINTIA DE ARO CARDOSO LTDA,2023-08-17,2023-11-17,TRUE
117CBEF50D3E41E08B751880075A2FED,Escritorio Virtual - Plano Mensal - Verbo Divino,Verbo Divino,CP-49CBAD | Desconto cliente - CONSIL CONTABILIDADE E ASSESSORIA EMPRESARIAL LTDA,2023-03-17,2023-11-17,TRUE
11EA7A1F2B0846C09533632264D8E580,Escritorio Virtual - Plano Mensal - Florianopolis,Florianópolis,CP-B4570C | Desconto cliente - Contabilizei,2023-06-26,2023-07-26,FALSE
125435A0C6DA49C8A2E63EC8A91B0F03,Escritorio Virtual - Plano Mensal - Goiania,Goiânia,CP-B4570C | Desconto cliente - Contabilizei,2022-10-05,2023-07-05,FALSE
1275D6EFAD8742128E5EBAC6EBF5BF4F,Escritorio Virtual - Plano Mensal - Rio de Janeiro 2,Rio de Janeiro 2,CP-B4570C | Desconto cliente - Contabilizei,2022-02-21,2023-07-21,FALSE
1331A57E0589448CBEC928748784FB02,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-23C506 | Desconto cliente - Agilize,2023-06-22,2023-06-22,FALSE
13639A9E6CF848EB81B9EAA6D37A8FEF,Escritorio Virtual - Plano Mensal - Natal,Natal,CP-23C506 | Desconto cliente - Agilize,2023-05-22,2023-11-22,TRUE
13895EC5A37748C085D2D113BCBF796D,Escritorio Virtual - Plano Mensal - Faria Lima 2,Faria Lima 2,CP-B4570C | Desconto cliente - Contabilizei,2023-01-06,2023-11-06,TRUE
14070091F15D4301881D38727B2D7936,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-80E264 | Desconto cliente - LACERDA E CURVO CONTABILIDADE,2023-07-11,2023-07-11,FALSE
141B3E2094D144ED85CD28A736BBE747,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-441763 | Desconto cliente - pj.rocks!,2023-08-22,2023-08-22,FALSE
144FB803B12C45C1BFECBE27ACEFF62A,Endereco Comercial - Endereco Comercial - Plano Mensal,EV Comercial,CP-E9FF6A | Desconto 10% - CLIENTEHERO10,2023-04-19,2023-05-19,FALSE
1487D01712E24935A00B11D1171FEAC7,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-E841EB | Desconto cliente - RCX CONTABILIDADE,2022-04-20,2023-05-20,FALSE
152D7F3C03C24071AE1FA1087F9D3950,Escritorio Virtual - Plano Mensal - Recife,Recife,CP-B4570C | Desconto cliente - Contabilizei,2022-07-17,2023-08-17,FALSE
15555E339CB74B4792397CE26310E5CC,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-23C506 | Desconto cliente - Agilize,2022-11-17,2023-11-17,TRUE
1591EB7C147B4AB081D2BA4B3D2844BA,Escritorio Virtual - Plano Mensal - Faria Lima 2,Faria Lima 2,CP-B4570C | Desconto cliente - Contabilizei,2023-05-11,2023-11-11,TRUE
159EE4E278894F9485C2542C4F37C736,Escritorio Virtual - Plano Mensal - Florianopolis,Florianópolis,CP-B4570C | Desconto cliente - Contabilizei,2022-11-21,2023-11-21,TRUE
15A828254C614F40946759A07816872A,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-70A14D | Desconto cliente - Ser Contabilidade,2023-10-02,2023-10-02,FALSE
15BBCF28C79642C2B6751C77B9337985,Escritorio Virtual - Plano Mensal - Alphaville,Alphaville,CP-23C506 | Desconto cliente - Agilize,2023-06-23,2023-06-23,FALSE
15D0C5B1EE8A4F46BD8F51ADA71FF470,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-03-25,2022-09-25,FALSE
15F3C33092164016B25970175A5C0152,Endereco Comercial - Endereco Comercial - Plano Mensal,EV Comercial,CP-B4570C | Desconto cliente - Contabilizei,2023-04-25,2023-05-25,FALSE
161A011C395B4F179F31F5EB5B12E1F8,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2023-03-17,2023-05-17,FALSE
1623AADE528E41F39EBBEB20C943483E,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-0AA74F | Desconto cliente - Noce Contabilidade,2023-06-06,2023-12-06,TRUE
16395F151C994CCEAD2A0FBE864AC83F,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-01-18,2023-05-18,FALSE
18B8DF0C08294E04A5C761CDC0294FBD,Escritorio Virtual - Escritorio Virtual - Plano Mensal,Paulista 1,CP-B4570C | Desconto cliente - Contabilizei,2022-08-15,2023-09-15,FALSE
1957F72B3C9844AAB5158092970BD8E2,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-61BAF5 | Desconto cliente - Iraha Contabilidade,2023-06-22,2023-11-22,TRUE
1A1DCE0C2F3C4E189D5E1857B1586DED,Escritorio Virtual - Plano Mensal - Rio de Janeiro 2,Rio de Janeiro 2,CP-B4570C | Desconto cliente - Contabilizei,2023-01-10,2023-06-10,FALSE
1A3A11453CC841B3A4D4A867BEF5E1B4,Escritorio Virtual - Plano Mensal - Florianopolis,Florianópolis,CP-B4570C | Desconto cliente - Contabilizei,2023-01-09,2023-05-09,FALSE
1AA3028B492547EBB07CC1D8CC771ECA,Escritorio Virtual - Plano Mensal - Faria Lima 2,Faria Lima 2,CP-B4570C | Desconto cliente - Contabilizei,2023-04-28,2023-09-27,FALSE
1AB4A47BEF11493BA8FF87937FD1E57A,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-9A93D6 | Desconto cliente - DRO JUNIOR CONTABILIDADE LTDA,2023-09-22,2023-11-22,TRUE
1AC099F6A8914AFFBDDCE3115B5F6098,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2023-03-01,2023-04-01,FALSE
1B1385E8EE4147ADAD8B4E690B5DBCDE,Escritorio Virtual - Plano Mensal - Fortaleza,Fortaleza,CP-B4570C | Desconto cliente - Contabilizei,2022-08-22,2023-07-22,FALSE
1B527A1B1DFF4C239AF5E8BBF55DC70D,Escritorio Virtual - Plano Mensal - Faria Lima,Faria Lima,CP-B4570C | Desconto cliente - Contabilizei,2022-06-01,2023-12-01,TRUE
1B8AEEC8A24441B293D9A7CF79A347E4,Escritorio Virtual - Plano Mensal - Faria Lima,Faria Lima,CP-B4570C | Desconto cliente - Contabilizei,2022-01-21,2022-06-21,FALSE
1BA15D70CB3343A198FC86201C9E5999,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-C38438 | Desconto 10% - Desconto Especial - Carnaval 2022,2022-03-08,2023-06-08,FALSE
1BB5B49D5E2741B296C9DAAFD6976F87,Escritorio Virtual - Plano Mensal - Vila Leopoldina,Vila Leopoldina,CP-C03446 | Desconto cliente - Art-Solucoes,2023-01-27,2023-04-27,FALSE
1BD92F728AC942E78F232330F5EE1881,Escritorio Virtual - Plano Mensal - Faria Lima 2,Faria Lima 2,CP-B4570C | Desconto cliente - Contabilizei,2022-06-28,2022-10-28,FALSE
1BF56A90C98A481489EA7DF04B07006B,Endereco Comercial - Endereco Comercial - Plano Mensal,EV Comercial,CP-B4570C | Desconto cliente - Contabilizei,2022-08-23,2022-09-23,FALSE
1C4BFEECBC4B4E76AA207102C906711A,Endereco Comercial - Endereco Comercial - Plano Mensal,EV Comercial,CP-23C506 | Desconto cliente - Agilize,2022-07-16,2022-08-16,FALSE
1C716CE07DE74FAFA084BE845B7890DF,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-11-14,2023-10-14,FALSE
1CABD82B618D426881466FE063641D9B,Escritorio Virtual - Plano Mensal - Joao Pessoa,João Pessoa,CP-23C506 | Desconto cliente - Agilize,2023-04-13,2023-11-13,TRUE
1CF32004E0DB4B078563F97E573279B0,Escritorio Virtual - Plano Mensal - Brasilia 2,Brasília 2,CP-B4570C | Desconto cliente - Contabilizei,2023-10-09,2023-10-09,FALSE
1D2C6E4C02A349098BCD04F32986446E,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-0AA74F | Desconto cliente - Noce Contabilidade,2022-11-09,2023-06-09,FALSE
1D87EF38745843A29371CB07F4457AA1,Escritorio Virtual - Plano Mensal - Rio de Janeiro 2,Rio de Janeiro 2,CP-FE3C6E | Desconto cliente - Galcont Assessoria Contabil,2022-03-18,2023-06-18,FALSE
1DED051A6B194E82B1C2699C0C37FB20,Escritorio Virtual - Plano Mensal - Vila Leopoldina,Vila Leopoldina,CP-82D1BB | Desconto cliente - TESTE TESTE TESTE,2023-08-18,2023-08-19,FALSE
1E6CF07E06434D5091E5F239C98E65B2,Escritorio Virtual - Plano Mensal - Rio de Janeiro 2,Rio de Janeiro 2,CP-B4570C | Desconto cliente - Contabilizei,2023-09-04,2023-11-04,TRUE
1E83D59E301642BDAC9588AB95D0B20B,Escritorio Virtual - Plano Mensal - Berrini 2,Berrini 2,CP-942F65 | Desconto cliente - Contabilizeaqui,2023-06-21,2023-10-21,TRUE
1EAC818B87CA46CBAAC6DE20C5352894,Escritorio Virtual - Plano Mensal Boleto - Faria Lima,Faria Lima,CP-4F1B5C | Desconto cliente - PJ Contabilidade e Consultoria Ltda - Afiliacao,2023-05-04,2023-12-05,TRUE
1EB1F2556CC742D490E6B6142F619DB1,Escritorio Virtual - Plano Mensal - Recife,Recife,CP-B4570C | Desconto cliente - Contabilizei,2022-01-11,2023-08-11,FALSE
1ECF3DF2CFCE4838B7260938B57851DF,Escritorio Virtual - Plano Mensal - Faria Lima 2,Faria Lima 2,CP-23C506 | Desconto cliente - Agilize,2022-08-22,2023-11-22,TRUE
1F0605A5A2CB4CD89F78098435C5CF9C,Escritorio Virtual - Plano Mensal - Goiania,Goiânia,CP-776040 | Desconto cliente - E.CONSULTOR CONTABILIDADE EMPRESARIAL LTDA,2023-02-01,2023-06-01,FALSE
1F08EB15122042878AC12ED3C014402B,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2023-09-21,2023-09-21,FALSE
1F7B91802BA74300AF7FC2870A1D3F50,Escritorio Virtual - Plano Mensal - Fortaleza,Fortaleza,CP-B4570C | Desconto cliente - Contabilizei,2022-03-09,2023-11-09,TRUE
201F8C376235410BA54D14148E45A89C,Escritorio Virtual - Plano Mensal - Faria Lima,Alphaville,CP-441763 | Desconto cliente - PJ ROCKS!,2022-03-22,2023-11-22,TRUE
2021A74572D649F68AF59CA0FCDDE484,Escritorio Virtual - Plano Mensal - Belo Horizonte,Belo Horizonte,CP-F6B926 | Desconto cliente - DGA contabilidade,2022-11-01,2023-12-01,TRUE
21021FE1DCC24755AEF1ED0AA23BD45D,Escritorio Virtual - Plano Mensal - Recife,Recife,CP-B4570C | Desconto cliente - Contabilizei,2022-06-17,2023-11-17,TRUE
21060ACEA4874A3C8932B89DE16755D6,Escritorio Virtual - Plano Mensal - Recife,Recife,CP-B4570C | Desconto cliente - Contabilizei,2022-05-03,2022-10-03,FALSE
217E45B30A984E4BAE20B5EE1D513423,Escritorio Virtual - Plano Mensal - Sao Bernardo do Campo,São Bernardo do Campo,CP-B4570C | Desconto cliente - Contabilizei,2022-03-24,2022-04-24,FALSE
221355AD3CD344C998EC1CC1E028BA9B,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-B4570C | Desconto cliente - Contabilizei,2022-03-22,2023-11-22,TRUE
228F04354DC74C7E9138AA4FD909CE44,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-7654ED | Desconto cliente - Guia Contabil E Assessoria Tributaria,2023-04-14,2023-07-14,FALSE
23382725E24A49A681DE20EAEA1CE885,Escritorio Virtual - Plano Mensal - Av Paulista 1636,Paulista 2,CP-23C506 | Desconto cliente - Agilize,2023-07-10,2023-07-10,FALSE
23CB240C22374F71A67300A12E593E47,Escritorio Virtual - Plano Mensal - Rio de Janeiro 2,Rio de Janeiro 2,CP-B4570C | Desconto cliente - Contabilizei,2023-06-06,2023-12-06,TRUE
23E5C963106D4FFA9E3B929992E94419,Escritorio Virtual - Plano Mensal - Curitiba,Curitiba,CP-B4570C | Desconto cliente - Contabilizei,2023-05-17,2023-05-17,FALSE
23EA188B2A7B4ADF8B80483DC3DA64BA,Escritorio Virtual - Plano Mensal - Recife,Recife,CP-23C506 | Desconto cliente - Agilize,2022-05-03,2022-05-03,FALSE
