id_assinatura,id_fatura,status,total_paid
2021A74572D649F68AF59CA0FCDDE484,B85F62046A674A2DA9DA4A63F8D5E501,paid,"R$102,00"
C2D72DDB6C70433FAD1B60F96CE9725D,C1B29E15643E404A835F8F351EAA52D7,paid,88.40 BRL
3CA78F000DD048CF8A6901B359729920,5E9FD91616494EBB8B6DF004A2D61856,paid,"R$68,25"
4F2C65DDE9764131819264BA4AF5EC60,DADD18C4D33F4F20A1AB0F20776E75FF,paid,"R$88,40"
5142F5A5ECB54F4282362F323ED25BDF,0032ABD642B944F88036D232C0CE994D,paid,"R$227,50"
A8C13385F9B44A9A89049A819323C7EE,E0B295DBEDCF47B19D1758D25BF8EFA3,paid,"R$88,40"
E5F49515A0F844A1B2EC35EADA2F7D63,8D3C6A064A59460BBBD19CF65ECE07C8,paid,"R$88,40"
FF5DDE3ADD974A7CB308AB79E4768D9E,2C69D5B13B4B44A181E1A6BEC048DB36,paid,171.00 BRL
3D3AA4FED18C4B87B91C4181C846387C,7B51412EE70548FAA455BDD3C9C658CB,paid,"R$88,40"
5E09F08B40E14C5595DFB5DE19E75C1F,C0A35ED70A4A415E8F79F1C3417548A5,paid,"R$115,61"
650488DDA5E545ACBE9E761FC22B7EFD,2EA64724D3294059A23C81CF9F773E0E,paid,88.40 BRL
75F46AEF6FD34E42A4C69D8D4A303451,B2DE6DFB4ADD41038B9E37B0F41AE64C,paid,"R$133,15"
B8F10D61597644358B2B186457A0865A,278F457AC57C46AC971134CC8BE590FC,paid,"R$367,10"
C637BA9634DA44A1A9D9BB9E81649902,B3F130FA0D4D4B939AFA9FFA166134E9,paid,"R$102,00"
4678880154DD471B892D1324B9E68602,FF1D429E83754C21A98A10B4A8EFEDF4,paid,"R$88,40"
5197293B9BB0430FB07B5F419967A803,22051253A028477CB487FE9ACE9A7ECE,paid,"R$88,40"
6F36CC5ED1844814AFC82453461121CD,70379B0851904FBDA3539652C865ABDD,paid,"R$88,40"
7905564AA0C64D87A6025B0246782AFD,4CAAEA148E384FF39EC10AE27EF3EC53,paid,"R$102,00"
B8F10D61597644358B2B186457A0865A,F5F33C84B8C44ECAACA52635C8D61216,paid,"R$114,00"
DCB18235C15F4ABD8E41D45855EABBB4,A3B17659DB044D149F9B8EDE2D407A24,paid,"R$266,33"
86C83008C81C4F94BD3A1DC7CEEB5DAC,7BBF7FB35C364D3FB2CA2CB5F82BE3B1,paid,"R$88,40"
B6E684868C104C098D217FA5C29B8BCA,969739FC9BD246E7AFC68772704705EA,paid,"R$375,81"
0D9E8232C9144B299B9740559C503F49,1634D7E8D3754971A671C849EC337EBF,paid,"R$105,36"
2CEF34607A2E4FC18B2BF0177FD08734,922B17DEEEA3426EA1EC2445ED309348,paid,"R$122,40"
5023FB127A1E40B5944B960212CC820C,8E0A909DAB83430FA1730D7DA87D8820,paid,"R$105,54"
6CE6550BA8974B52918C5BA1CE29108D,02D24FA044964766B7890053A3473C6F,paid,88.40 BRL
7FDFBD13C5244E419515FF24AB5BD535,A1C86A42BB7C4CB1B5DE167497E912D6,paid,"R$88,40"
AC4CB453B77549108467F3709313112C,68130EE6A2C5402FA02D9554250CB0ED,paid,115.61 BRL
BF324DF5DA0D4F03B2610CB600440664,B2A23BC87DCC46C89D27AB732CF7B004,paid,"R$88,40"
D4E0EFFBBBC64A229B56BBA2BEF5DEC8,54D6D6F0E14C42DD9C6E76E8416F27FB,paid,"R$88,40"
1B527A1B1DFF4C239AF5E8BBF55DC70D,CA104E250DFC4A8FB3A474D802C71948,paid,"R$88,40"
25B4DF326EE64EF3B3E3AB84A84CB025,E5EAE6ED418345F38CCBBCBBE83F6D94,paid,"R$102,00"
4F2C65DDE9764131819264BA4AF5EC60,B3A1CADED35C4616AE8EDC41185D35BB,paid,"R$186,53"
557994593E6C40A18BBF145F8B58EAB1,F9CA05569D784314B0F66979E4ABC785,paid,"R$102,00"
7905564AA0C64D87A6025B0246782AFD,F59A83EB438A4BB0AEFE61EE749F5872,paid,"R$102,00"
836BD5828887415784D85C214899274A,BB07BC39986C4B8FAAE42E5642F892B4,paid,"R$88,40"
1591EB7C147B4AB081D2BA4B3D2844BA,04CBBD7CE2CC4E3AACCF17C4D5679810,paid,"R$88,40"
62C3C6E4B7CB4F95BBD3B400BE052DB0,4FE9743DBC0948D0A0EBDC424823E680,paid,"R$102,00"
98AABE6FA7444292B086DF2D52D0E9A0,EFCE6DB043FD45A0BEEB23D3F40DC093,paid,"R$88,40"
A8C13385F9B44A9A89049A819323C7EE,29C0EA2CAF0E4A9E880C0F7FE981B0DF,paid,88.40 BRL
E699639E872349899D122702FC314228,03F18597E8554FD481F109FE2EAC1014,paid,"R$102,00"
1EAC818B87CA46CBAAC6DE20C5352894,643FF245E2CF41319BC8766C0DD6A7AA,paid,"R$202,67"
770B7457B5E1443C80E16EF7229CB114,D2E97E2B06294E8BA92ECA12C7F329DE,paid,"R$88,40"
C02C32205AFA4C638CCE26ABDBEE22C9,7B44CF40570C4D21BFE1693C4AF12747,paid,"R$88,40"
07FF1DB294384170B3A6212396B828BA,8928BFEA4D974BC99241774F8C31E010,paid,"R$91,11"
4F2C65DDE9764131819264BA4AF5EC60,CCDF1F6331ED466989119DFDB1E67F58,paid,"R$91,33"
6042293DC526427B975BC42CD512384F,302CA7BD857542C0ACE19425DFE3474F,paid,"R$103,50"
92AA3AB3F4D244B2B1FB5FDFF66AD299,8C764CA4897C43AE9FA7360053EEFEE1,paid,"R$91,23"
982B0B18282E460B847C3598B8B03020,44D542E972224999820E1575460455A6,paid,"R$91,15"
C80FB18DC20D40DD8159D03B8DBD58D2,234368BD98174D969650893112062845,paid,"R$91,15"
DD9B03FACAD94D399A1289DDC237B718,BD876657FE6242F4A11C45CDCA2A1E19,paid,"R$68,25"
EDEDDB5EB544428CB9045A575362910F,CA3AEC57586E4442A3A7392402C2003E,paid,"R$88,40"
2A36D2B14012436BAB2FD135A08219AA,86E21B8FD0AB46D585AFF5C564D95625,paid,"R$88,40"
471BBC914E214FE49FCDCFC8C8BE29CF,C33676779E0D42598ED348EE5404655A,paid,"R$88,40"
6042293DC526427B975BC42CD512384F,3CB99352D99E46D9A7899A03E7F5E044,paid,103.50 BRL
650488DDA5E545ACBE9E761FC22B7EFD,A35A024E45E24E38BA605C38702244BD,paid,"R$91,21"
7764FC2686494543B6619956E63FB65D,0DFC348BEE4B4BFC89DEEE97CBC4B471,paid,"R$129,20"
836BD5828887415784D85C214899274A,2103AFA51CBD4FD4A514EE2743B04C26,paid,88.40 BRL
BF324DF5DA0D4F03B2610CB600440664,29E1837FB0F44647A0EC3DB01481F46F,paid,88.40 BRL
BFFB723712E74149A3F38E13CD25ADED,B8B7020186D147FE9C68EC8E66E4DF89,paid,"R$129,20"
F459AC4C492D45C8A3DBF66C63AE6557,328924E7E57342709EFD685F758A0737,paid,88.40 BRL
3652FDA2CA0846CF97097A50CEAA76C7,3AF32ACB47C742F4A5CA6871F0EE3DB5,paid,"R$88,40"
4F2C65DDE9764131819264BA4AF5EC60,6094409FD14448EA92D98A3F2669555D,paid,"R$88,40"
631F86A7F16A4FD68BF6023C57CEC852,F811477059DE47019291A314E957529F,paid,"R$105,18"
86C83008C81C4F94BD3A1DC7CEEB5DAC,C23F5C517DA747E8B078769B9EFCF930,paid,"R$88,40"
908E146FE41441AFA75137CC4EFD3BFB,603ABD06A7EF4F04AF9100CDFE640571,paid,"R$88,40"
0D9E8232C9144B299B9740559C503F49,0297A3619CFE4C71910F67EFC83D0366,paid,"R$102,00"
1623AADE528E41F39EBBEB20C943483E,6936E616FA71445C89F79865C1304656,paid,"R$122,40"
59D9784E18714C259B259A90B5EE9B7B,D200B1C5BBB84CBCAD12C9B5D187537F,paid,"R$88,40"
75F46AEF6FD34E42A4C69D8D4A303451,215FEE3BAF3B497FA3DDEFE555D049D8,paid,"R$129,20"
4678880154DD471B892D1324B9E68602,E0C8CACAC4EB42069F1EE1E18F5A39A5,paid,"R$88,40"
07FF1DB294384170B3A6212396B828BA,3158C8910AC44CFBBD2D9578B94DF214,paid,"R$91,13"
30D59A0F490440708FECE6D33E9735C6,C65C3BFA3C8544DD97CD3FAAD934F176,paid,"R$88,40"
37775A75D6E34314A9DE38AB5254E698,39EBD2EB0A394A53BFB7AF004C9A52C3,paid,"R$88,40"
C80FB18DC20D40DD8159D03B8DBD58D2,4AA605D0C94F4AF895EB9FD9BFA861A2,paid,"R$91,15"
E4914F25A52D4CFBAF61EBBAC865664E,AC06345C442E4395AA63028D3A84C22D,paid,"R$88,40"
652854C635CD47718B639174982042E0,649BD983BBA74913A3D179F50691EA7A,paid,"R$135,00"
982B0B18282E460B847C3598B8B03020,438029E4DD694B958FA8432E4219B3FD,paid,"R$88,40"
BF324DF5DA0D4F03B2610CB600440664,2150AD04D46A44CE9ABC4F9F5AC118E2,paid,"R$88,40"
C2D72DDB6C70433FAD1B60F96CE9725D,A07D3E34D71D47F080AF4DC61AA76C9B,paid,"R$88,40"
1AB4A47BEF11493BA8FF87937FD1E57A,6BF69F2018F647749F4E25D4A6861785,paid,"R$133,83"
571C639E25AD493B90616F41753DC8A2,4CEC9E41856E41D3B7255CFBDC12B0D1,paid,"R$88,40"
836BD5828887415784D85C214899274A,3B0F3FCBABC44F47A99E26A742F402F5,paid,"R$88,40"
8576695383774CBE8357FE415A9053DC,0140A2E7C3CF4667925EB14F6779595F,paid,"R$190,00"
8713A29B70E24416BD3B28FE14502938,232D5A80CF6E45119C4708A252A71E17,paid,"R$89,25"
982B0B18282E460B847C3598B8B03020,34A05AE691124515AFEA9C533A68CBF9,paid,"R$88,40"
221355AD3CD344C998EC1CC1E028BA9B,6DCF9F89CB01426EB9B536F7CF29C625,paid,"R$265,20"
2808803D49CB4ABC9846B606243A3D7D,4465D70BACD349F29012E56136DC5C17,paid,"R$88,40"
3B29EA9B38C24526A9551405B651855F,AA1EF82D7F0643E0BE4B16F7C087E698,paid,"R$88,40"
7905564AA0C64D87A6025B0246782AFD,9848961A58B64218BA4B50F45C3DB729,paid,"R$102,00"
8576695383774CBE8357FE415A9053DC,1F490EBF2F95448684175506B12263CF,paid,"R$190,00"
A6DBC9AE94D947CA8EA9FCF4B29BDAE9,960B646520C0459FA665C65937E946C9,paid,"R$88,40"
AD95BA6181114EDDB7BBC8E7CE302F81,4F228CFFE23E4F79A59D57A25A0504CC,paid,"R$102,00"
4894D2DB38FA4FC9955DD26EAB73743E,0BA6440D48B64EDD8CB1636AAF114EA0,paid,"R$88,40"
59D9784E18714C259B259A90B5EE9B7B,DB736F25C40A4B83AAC577B2BFF76761,paid,88.40 BRL
3B6A349689C7419DB15CECF54AB9B8E6,AB5D6E4C021A4CAC99C46D696BFD0ECC,paid,"R$88,40"
48FEA748D7DC45FD86E5AC4718AA226A,9857912F0511447381E6FD27303381A7,paid,"R$88,40"
D114646D50DD4394BCD2B829A8B38583,13E5C093F39E479BBDCD1F4FC0563D5D,paid,"R$68,25"
D4E0EFFBBBC64A229B56BBA2BEF5DEC8,83BEE1C316F241A18FFCF3CCA1DEDB01,paid,"R$88,40"
FD3A89BA772A4454BE929C707C796552,0B48576F72E449E897AE51B1D989BB43,paid,"R$91,29"
1591EB7C147B4AB081D2BA4B3D2844BA,91D7EB2E292F44D2B6186C0E54FA8825,paid,"R$186,53"
802D37288FDE421DA36A13DFB9083A51,D79D14BD09C84AEA899F97423D7A76B3,paid,"R$294,90"
8576695383774CBE8357FE415A9053DC,91CF30CFDB504322A173903758253407,paid,"R$190,00"
A21269053C1B40F4AAD91FD37FF72595,1681963DD57F4164B6C08F3BD3D69FD8,paid,"R$102,00"
D4E0EFFBBBC64A229B56BBA2BEF5DEC8,75130A58049244EF9E826F934605DA98,paid,"R$88,40"
377A03D5FAEF4EFAA2BBD7ADCDDC6C64,C6C5DE462CBE48FE88A90E68CFF548DC,paid,"R$88,40"
4CC8F609775F4685853998B087E1BC9D,9AA033D346B44A8BB028DE4DEB0B45D5,paid,"R$88,40"
C2AFE425C2B742ECB71020A0B43DEA04,D00B620F4550414286B96C05C8EDD496,paid,"R$122,40"
D075E9B9CD0E486CAC80E8A5DE53A650,35B39307374944E49A4175E34526C7E7,paid,"R$102,00"
DCB18235C15F4ABD8E41D45855EABBB4,FE6BA3B824B94CC68636D1067D95C1F1,paid,"R$122,40"
2021A74572D649F68AF59CA0FCDDE484,A53D111F30D9408392964ED7F0869F5A,paid,"R$102,00"
3FEEED8FB8F64DB1923B60C8D8B8C240,937648C42BB94861AAB19023542EC711,paid,"R$88,40"
456050F7BEFD4C2C9D6D02E5D04A2D08,BB08AA5B543C4F708C1EF1AB1E17BA45,paid,"R$88,40"
66DCEA7BB6E14FD29CA9FC4CFE1B3399,476A8F3DF2014CA5921C623B1E2DDB53,paid,"R$88,40"
82C66277C76041BF87BE58A0E98E3A17,E0C388F2ED064CE08E645C4849C015C0,paid,"R$88,40"
83DD63B8BE4346F78E0C29FA8F724335,5696DB9782864FF3826B58C0D07477FA,paid,"R$126,15"
1623AADE528E41F39EBBEB20C943483E,1BCCD8F2AE354CB3BCB7809E3326E48E,paid,"R$122,40"
1CABD82B618D426881466FE063641D9B,1C706760C0654F7583FD301B97554AA7,paid,"R$81,00"
221355AD3CD344C998EC1CC1E028BA9B,18BFAEE26C5B4EC78789774AD4E741C2,paid,"R$88,40"
4176B72F1E874462BD8ABDCFA6F85260,BF516C65E05B462495A39CFCBFDECE2A,paid,"R$88,40"
B286D715F1DD433C925A97CA69787612,5C9C15EA3C07481EB90B671B9E9D1F6B,paid,"R$122,40"
01588EDCF37E4B83B42F1EA94BF30C40,F112E944810546F4AD38C45A4D99FB57,paid,"R$122,40"
2D656D439E1B42D3AA8345BF16122485,47E565BE84C74D49AC5E20ED04EB8110,paid,"R$135,00"
3FEEED8FB8F64DB1923B60C8D8B8C240,04D11D38164B4E54B275A945ADFD83BE,paid,"R$88,40"
5197293B9BB0430FB07B5F419967A803,5812E36EE852452FAF2FF3C0F002B714,paid,"R$88,40"
55AEACA10C7243A1969CBC6E3D232BF8,ABD765B6A5CB44E297FF5E2F9E671AFF,paid,"R$117,00"
6C31D3B054914A2E9D439F3C206C5238,F9B9F142C6434511BA56776EEED2D6E8,paid,"R$105,39"
837D9182F83C486CA4A4B507868C39F9,F6032E8860EB49C38B9CFC0FE0DF171B,paid,"R$88,40"
CFA190A500D64CFEA26286BEFA4CB71A,5CC6460ADC8A4F4481F3E3600147E1A6,paid,"R$122,40"
02162821AD8C414EAA405A0D31F46A5F,935C3AC9577A48719A63A7AAEA83DF32,paid,88.40 BRL
60C9B44764FD43578133550C2CC4E433,09B5D001A50F4E08BE4542D9B1E8F649,paid,"R$102,00"
92AA3AB3F4D244B2B1FB5FDFF66AD299,ECDA67170BD24630AAE6C860C289CD8F,paid,88.40 BRL
D4BF66C1F60E40A7878185784C3A676A,ED61726A3ED344E08D1ABD7937A50EAC,paid,102.00 BRL
01588EDCF37E4B83B42F1EA94BF30C40,282C18031D044CD1939F48ABE60961E6,paid,"R$122,40"
117CBEF50D3E41E08B751880075A2FED,0DED18001D9C48D6B92DA839BA74438B,paid,"R$115,61"
5023FB127A1E40B5944B960212CC820C,120AB0D71CFF4264873487DA423E9A2B,paid,"R$102,00"
5E64ABC13E2E4BA283D9D8D19A44865E,7603E7D10D98484BB5C3A512D530F220,paid,88.40 BRL
7D13FAD4B13B4DAB9F793DB56B5D85A1,E042CEF08E5E484EB1BC403EFD759578,paid,"R$88,40"
AED1AD93951D43269894E0FD2D6CF8C5,4490819012994BAF869424DE7E60CA40,paid,91.25 BRL
377A03D5FAEF4EFAA2BBD7ADCDDC6C64,A072805629924426B2AFF2B048296D0D,paid,"R$88,40"
5023FB127A1E40B5944B960212CC820C,629439761E1F4777AE598609A90F41C3,paid,"R$102,00"
991B520AED5A45CE99E8293F4D34545C,7AA6D179925447F0B5983E9FB0DFDF97,paid,"R$123,50"
9E971160A5C240EEA54023D1A1B10D11,68D2D2B5C8C84EB2B8065A32CDDF535A,paid,"R$88,40"
AA6E278284294701A7DF6DDF8CC2FEB7,D2D5DDAD4C0B4E9C877F8E8883878B7E,paid,"R$129,20"
B286D715F1DD433C925A97CA69787612,D8224ECCC2A04C5DBC3858068425D080,paid,"R$122,40"
EDEDDB5EB544428CB9045A575362910F,75632CFBA440417EB934F1A3DA3291F6,paid,"R$88,40"
FA616905F31E4410BCCB284D271BE124,BBCD7DE170074536B981DD64071AA734,paid,"R$91,35"
23CB240C22374F71A67300A12E593E47,C5673E9DDDCD466C9E8011270BAA1C6B,paid,"R$88,40"
48CBBA912D4F4CFBA80D8F3047DBB536,1A0145D631DB43ED8550295C6D21E221,paid,"R$88,40"
62E43B144D604875A6B6B066AE396677,42F0975C67E74FEE8364D9F275807C9D,paid,"R$102,00"
AB2E263C118B41A3AF9CAAAF1169C3E6,FEE9272D94A34FB4BC68BC24E1FB8419,paid,"R$88,40"
E5F49515A0F844A1B2EC35EADA2F7D63,904A7CD4854548019307B2517F005A41,paid,"R$88,40"
FE64C90096FB41A0806297981D549172,A6678E8527F34355AACC2CEEECFE1A5E,paid,"R$88,40"
2CEF34607A2E4FC18B2BF0177FD08734,C5CC896964E044F8BC74DA5F65D5298C,paid,"R$126,15"
8D090D30DA3541E0A11A28B5F36B876C,FB15D01CDFFA4F7B839D866362F54273,paid,"R$88,40"
AED1AD93951D43269894E0FD2D6CF8C5,1474BF4DE8104CA1AC24858978201EAA,paid,"R$88,40"
D704ABE9D12241AF8FE769C089B2EE88,7D5ECDB3E8454070B312DE2E53106779,paid,"R$88,40"
E5F49515A0F844A1B2EC35EADA2F7D63,9874DE930D42459888E4F5BDEDE7EDC4,paid,"R$88,40"
13639A9E6CF848EB81B9EAA6D37A8FEF,71514456E1C148B59F07A77A3D6395B4,paid,"R$102,00"
471BBC914E214FE49FCDCFC8C8BE29CF,2D64D3C8D1FB4811B9C807E16AC3AE9E,paid,88.40 BRL
59D9784E18714C259B259A90B5EE9B7B,2AEA4ACA328443BE8EE9F79F8D000FEA,paid,"R$88,40"
6041A30ED0854EDC8458E8980A928F04,3A0C567891F749D6AE36748F14974AA4,paid,102.00 BRL
7FDFBD13C5244E419515FF24AB5BD535,D08B26750F574FE1BDBCEE5191B5577E,paid,"R$88,40"
81FAC0499E8848E1927706D9871C56A5,133B74246FFA4AFAB1304899F706778C,paid,"R$129,20"
8F95E2800949479AB90A332AB6DDE4B1,10826F54A46C46CBA9904AB0F40B0E8E,paid,"R$88,40"
92930E2D52754B82A27A658453F744BC,6DE46B8579DE49F18829CBF707B4B909,paid,"R$88,40"
A253A1CCF8B74D94839830BCA244D7D9,803C656DBD704AB0A017A2200B627AF3,paid,"R$102,00"
AD95BA6181114EDDB7BBC8E7CE302F81,C37B7CE2E8294127A088E4833DF4FD8D,paid,"R$102,00"
13639A9E6CF848EB81B9EAA6D37A8FEF,BCB4E6A3076A4F6F964350C9AF91C717,paid,"R$102,00"
1957F72B3C9844AAB5158092970BD8E2,8D8998DC6A3C48219614D10EA368028E,paid,"R$102,00"
3CA78F000DD048CF8A6901B359729920,C5145FFDA37940BD99EC9A1136CE339A,paid,"R$68,25"
3D2BA8FC491B47C5BEF4B640264C1B64,64087DE403804BB986AA8AF0C587DA48,paid,"R$88,40"
557994593E6C40A18BBF145F8B58EAB1,0ADF6973FD3F44509D36F6B6C3886063,paid,"R$102,00"
60C9B44764FD43578133550C2CC4E433,1471B55578F840EBA6975547A7211501,paid,"R$105,12"
CA8AA6DFA40E4B8D9FE275F044E167DF,99046A59D17F493A8BE6716225548D9D,paid,129.20 BRL
0C0D262F90454D48991BD4D3F3A8EA5C,3095EF217AD143789EF28689C56E4C32,paid,"R$102,00"
10F2FF1D01CB4E46A1BE188B2E36F179,45AADFD389E6429BBB3FC0B2C6B11E4B,paid,"R$102,00"
152D7F3C03C24071AE1FA1087F9D3950,6F59036A4CE44132AE16524D3986F95D,paid,88.40 BRL
2808803D49CB4ABC9846B606243A3D7D,4080157387EA4F34AD588861FB21FB44,paid,"R$88,40"
2AB267FC95A1411CA62B206D7EE4F6E9,080817E17AC645C59CAFB35D5FF372BB,paid,"R$88,40"
43FB9DF6C43C4B73B88728B235BC51C4,572317BECCAE49DB94E33A7C129A39F2,paid,"R$102,00"
AA6E278284294701A7DF6DDF8CC2FEB7,2A67BA1D9BF048119BF8501DD7587689,paid,"R$129,20"
B9ACDFF37AA64867BBCA802D421A3CC4,275F3CED977D4E00BE17DD07CB25A144,paid,"R$91,15"
D082CD001D654740A387D66B772472E3,9CDAA5BCF16E4A569938C01C0B263066,paid,"R$129,20"
0B2EE0D83811496E98ECB330F0A37A5B,EC552F6B1C1E4B1D8E9B25A6E70B69C0,paid,"R$88,40"
8D090D30DA3541E0A11A28B5F36B876C,16E3913694854E659E5A2789DC576102,paid,"R$88,40"
10F2FF1D01CB4E46A1BE188B2E36F179,5B72E3DE47E849F99611333AFFE97065,paid,"R$105,63"
9F106A89AAE7457E9E003752D41D87E1,EBBFDD3C0F684EC783A42A489192967A,paid,"R$294,72"
C2AFE425C2B742ECB71020A0B43DEA04,51653CB7E132430E8CFDB4AEF4DED5A0,paid,"R$122,40"
07FF1DB294384170B3A6212396B828BA,3868C3B50F0B484E8E9835296171F80C,paid,"R$88,40"
1AB4A47BEF11493BA8FF87937FD1E57A,F2471E31A7D14B3C9CEE392AFB2B6CA9,paid,"R$129,20"
221355AD3CD344C998EC1CC1E028BA9B,5F85F563CB8449C6B5D986D6A6BE2C13,paid,"R$88,40"
557994593E6C40A18BBF145F8B58EAB1,7CCFB69A578543F3B8955B116C6E5293,paid,"R$102,00"
A2098B6E9DD245818B527A58B7AC1D8A,A9EE33760F374DBB8EF1AE587130C188,paid,"R$338,49"
A21269053C1B40F4AAD91FD37FF72595,F6B692C14A394B6BACFB2F999B014D4E,paid,"R$102,00"
AD28FA77FA8F4C5EBB8A48A7E4D65001,AF48A1E843B744D482351AB328A1FB59,paid,"R$88,40"
159EE4E278894F9485C2542C4F37C736,3298D5EAAA78404B83EA1D902F5CE10E,paid,"R$88,40"
1CABD82B618D426881466FE063641D9B,B29EFDEE2C104463A770C025DB0093BF,paid,"R$81,00"
1CABD82B618D426881466FE063641D9B,92916D649C1D490AA88A2EF474E42ABF,paid,"R$81,00"
62C3C6E4B7CB4F95BBD3B400BE052DB0,A224D6D410794D84B1A9E24068D3FE37,paid,"R$102,00"
7437913E7B5D4943A14BB2EC90E9A12F,4A667BC2CAF84BA1B3AEBFD7FC45ADE2,paid,"R$408,00"
8F95E2800949479AB90A332AB6DDE4B1,255E9858AD7B423E8A2281F0CD0AE20B,paid,"R$88,40"
C38881CD06474AD8B6666B85C311C254,72E7886A17554FD7B9D368446838C6B5,paid,"R$88,40"
075EA77C77B245368361A7758DE059AA,3E8CF974463049A6BD8BD72078E104B4,paid,"R$88,40"
34115E3559E84170948C8376AF0DC1AC,955A52AAB8324D11AFEF92CACD43D982,paid,"R$88,40"
7764FC2686494543B6619956E63FB65D,08C05B755A384FA580D736B498332042,paid,"R$129,20"
7B80997ABBFF44F8BEF0B9A8C6C1010C,9AE20DABA359459F9473544A5669A5F1,paid,"R$88,40"
836BD5828887415784D85C214899274A,CB7A2B1F1F384B929EFD6F292DDF5F9A,paid,"R$88,40"
92AA3AB3F4D244B2B1FB5FDFF66AD299,F841E696B489449F9A35FFD104410A82,paid,88.40 BRL
A089801F2F424C77A8FA5A8970BF6E1F,159BED5548F14B1EA308745C0E4EE6F3,paid,"R$88,40"
A253A1CCF8B74D94839830BCA244D7D9,B1CE9FE8983544A0B36AFE1AE459EB3E,paid,"R$102,00"
2808803D49CB4ABC9846B606243A3D7D,CCCDA74309AA4969AFA89F3059F3A283,paid,"R$88,40"
3EE53A26603D44BBACBE80C8A746D4AE,84DDE59C39FC48B89EB1F40E42A4D852,paid,"R$88,40"
456DF968FDF04002A2BDDF4032C2C708,0A1B172358FD49A6BD9DC88CDBFB6186,paid,"R$102,00"
4F2C65DDE9764131819264BA4AF5EC60,7CB2787D2F3642BB8DE28F717A7ACEAF,paid,"R$88,40"
7FB29B2F0D1D4365A08202B6562747C8,B4F2A5B65A534A759BA3148937EB3063,paid,"R$129,20"
9843F339C94243C1B8C682B5E1F38F37,074CB79F1100470F8C924C1F4CD317F9,paid,"R$88,40"
01588EDCF37E4B83B42F1EA94BF30C40,9A9C440CEBDF416FA4C11A0D624A421C,paid,"R$122,40"
13639A9E6CF848EB81B9EAA6D37A8FEF,D8963430A891402E9D899F6EA17EDAD1,paid,"R$102,00"
2D6B8CAB66724ADF81C22CCD61C81EB3,0F8A4297A77247B3A72A2832BD68FE43,paid,"R$88,40"
62B5B8476CDF4FC38F07803907813ED4,55B00964B3E04A698F9DA5BD0BDB0FB5,paid,"R$102,00"
78E0C7473661447CBD50CC1F5BA405AE,418BF1A0BD8C46E6BA7B71B2FF6C70A7,paid,"R$88,40"
78E0C7473661447CBD50CC1F5BA405AE,B1287EC5572E4A4B8C6BDA743A64A6EE,paid,"R$88,40"
